ano4,codusu,nro_hogar,componente,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g
2025.0,TQRMNOTPTHJNLMCDEHGHJ00875923,1.0,2.0,Mujer,82,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,1500000.0,0.0,
2025.0,TQRMNOSQWHKOKOCDEFPCH00857390,1.0,2.0,Mujer,52,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTPXHMOKMCDEFPCH00877890,1.0,2.0,Mujer,47,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,750000.0,750000.0,No
2025.0,TQRMNOTPXHMOKMCDEFPCH00877890,1.0,3.0,Varón,11,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTPXHMOKMCDEFPCH00877890,1.0,4.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQTRHLLKOCDEHGHJ00853620,1.0,4.0,Mujer,29,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPRRHKNKSCDEHGHJ00861523,1.0,3.0,Mujer,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPVVHJMKPCDEHGHJ00877561,1.0,2.0,Mujer,38,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,,1500000.0,900000.0,No
2025.0,TQRMNOPVVHJMKPCDEHGHJ00877561,1.0,3.0,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,6.0,Varón,16,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,7.0,Varón,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,2.0,Mujer,56,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,3.0,Mujer,33,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,150000.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,4.0,Varón,28,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPWSHMNKQCDEOJAH00877761,1.0,5.0,Mujer,18,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPQQHLMLMCDEHGHJ00853690,1.0,2.0,Mujer,7,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPYVHKMLLCDEFPCH00861649,1.0,2.0,Mujer,44,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPYVHKMLLCDEFPCH00861649,1.0,3.0,Mujer,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQVVHMOLQCDEGNFJ00878124,1.0,2.0,Varón,31,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No
2025.0,TQRMNOQVVHMOLQCDEGNFJ00878124,1.0,3.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORTTHLMKNCDEOJAH00856308,1.0,2.0,Varón,32,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,2700000.0,1800000.0,No
2025.0,TQRMNORTTHLMKNCDEOJAH00856308,1.0,3.0,Mujer,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORTTHLMKNCDEOJAH00856308,1.0,4.0,Mujer,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVUHKMKQCDEOJAH00861633,1.0,1.0,Mujer,94,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,538000.0,0.0,
2025.0,TQRMNORVUHKMKQCDEOJAH00861633,1.0,3.0,Mujer,23,Unido,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQURHJMKMCDEOJAH00876407,1.0,2.0,Mujer,50,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQURHJMKMCDEOJAH00876407,1.0,3.0,Mujer,19,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQURHJMKMCDEOJAH00876407,1.0,4.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQURHJMKMCDEOJAH00876407,1.0,5.0,Varón,12,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPRTHKLKMCDEOJAH00860759,1.0,2.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORXWHMOKRCDEOJAH00877996,1.0,2.0,Varón,35,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,2000000.0,2000000.0,No
2025.0,TQRMNORXWHMOKRCDEOJAH00877996,1.0,3.0,Mujer,4,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORXWHMOKRCDEOJAH00877996,1.0,4.0,Varón,6,Soltero,Mutual/Prepaga/Servicio de emergencia,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOVWQHKOLOCDEGNFJ00865825,1.0,3.0,Varón,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQTRHJOKUCDEGNFJ00876685,1.0,1.0,Mujer,26,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No
2025.0,TQRMNORRSHMNKTCDEOJAH00878097,1.0,1.0,Mujer,33,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,No
2025.0,TQRMNORRSHMNKTCDEOJAH00878097,1.0,3.0,Varón,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORRSHMNKTCDEOJAH00878097,1.0,4.0,Mujer,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQYSHKNLMCDEOJAH00858005,1.0,1.0,Mujer,47,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...más de un empleo/ocupación/actividad?,630000.0,480000.0,No
2025.0,TQRMNOQYSHKNLMCDEOJAH00858005,1.0,2.0,Varón,53,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,10000.0,10000.0,Sí
2025.0,TQRMNORRXHKLKTCDEGNFJ00857769,1.0,2.0,Mujer,58,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,300000.0,200000.0,Sí
2025.0,TQRMNQPYTHLOLLCDEGNFJ00853246,1.0,1.0,Mujer,43,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,3000000.0,2000000.0,No
2025.0,TQRMNOSTQHJKKOCDEGNFJ00876458,1.0,3.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSTQHJKKOCDEGNFJ00876458,1.0,4.0,Varón,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPVPHKMLLCDEGNFJ00857770,1.0,2.0,Varón,36,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,Cuenta propia,,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSRHMLKPCDEFPCH00878261,1.0,3.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSRHMLKPCDEFPCH00878261,1.0,4.0,Mujer,12,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTUHJMKTCDEOJAH00876461,1.0,2.0,Mujer,20,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTUHJMKTCDEOJAH00876461,1.0,3.0,Mujer,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPTUHJMKTCDEOJAH00876461,1.0,4.0,Varón,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPSUHKNKOCDEHGHJ00861422,1.0,2.0,Mujer,35,Casado,Planes y seguros públicos,Secundaria Completa,Inactivo,,Otros,0.0,0.0,,,80000.0,0.0,
2025.0,TQRMNOPSUHKNKOCDEHGHJ00861422,1.0,3.0,Varón,6,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPSVHKNKOCDEHGHJ00861412,1.0,1.0,Varón,73,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,950000.0,0.0,
2025.0,TQRMNOPSVHKNKOCDEHGHJ00861412,1.0,2.0,Mujer,66,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,300000.0,0.0,
2025.0,TQRMNOSWWHLMLQCDEGNFJ00853352,1.0,1.0,Varón,49,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No
2025.0,TQRMNOSWWHLMLQCDEGNFJ00853352,1.0,2.0,Mujer,43,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,0.0,0.0,,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No
2025.0,TQRMNOSWWHLMLQCDEGNFJ00853352,1.0,4.0,Varón,22,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSWWHLMLQCDEGNFJ00853352,1.0,5.0,Varón,18,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOSWWHLMLQCDEGNFJ00853352,1.0,6.0,Varón,5,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOYWTHKMKRCDEFPCH00861210,1.0,3.0,Varón,22,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOYWTHKMKRCDEFPCH00861210,1.0,4.0,Varón,22,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No
2025.0,TQRMNOYWTHKMKRCDEFPCH00861210,1.0,5.0,Mujer,22,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No
2025.0,TQRMNOQPVHLMKNCDEFPCH00852535,1.0,2.0,Mujer,68,Viudo,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Jubilado/pensionado,0.0,0.0,,,450000.0,0.0,
2025.0,TQRMNOPXPHJOKNCDEFPCH00876922,1.0,1.0,Varón,68,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPVUHMLKOCDEOJAH00878168,1.0,2.0,Varón,67,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Otros,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPVUHMLKOCDEOJAH00878168,1.0,3.0,Varón,38,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1280000.0,850000.0,No
2025.0,TQRMNORXVHMOKRCDEOJAH00878166,1.0,3.0,Varón,6,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOURRHKOLPCDEFPCH00860116,2.0,3.0,Mujer,7,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOURRHKOLPCDEFPCH00860116,2.0,2.0,Mujer,30,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,0.0,0.0,,,128000.0,0.0,
2025.0,TQRMNOPVUHMLKOCDEOJAH00878168,1.0,4.0,Mujer,34,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1650000.0,1100000.0,No
2025.0,TQRMNOQPXHKKKMCDEOJAH00856531,1.0,2.0,Mujer,54,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No
2025.0,TQRMNOPUTHLOKQCDEOJAH00856234,2.0,1.0,Mujer,35,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,0.0,0.0,No,...un sólo empleo/ocupación/actividad?,630000.0,420000.0,No
2025.0,TQRMNOPUTHLOKQCDEOJAH00856234,2.0,3.0,Mujer,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUTHLOKQCDEOJAH00856234,2.0,4.0,Mujer,2,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPUTHLOKQCDEOJAH00856234,2.0,5.0,Mujer,3,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSRHJNKMCDEHGHJ00876443,1.0,1.0,Varón,34,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,0.0,0.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1000000.0,No
2025.0,TQRMNORSRHJNKMCDEHGHJ00876443,1.0,3.0,Mujer,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSRHJNKMCDEHGHJ00876443,1.0,4.0,Varón,11,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOPXYHLMKTCDEHGHJ00853604,1.0,3.0,Mujer,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOTRWHJOKUCDEGNFJ00876300,1.0,3.0,Varón,37,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Discapacitado,0.0,0.0,,,110000.0,0.0,
2025.0,TQRMNOPSWHKOKRCDEOJAH00856828,1.0,3.0,Mujer,19,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOVQQHJOKNCDEFPCH00878260,1.0,3.0,Mujer,3,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,,,Menor de 6 años,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPRHJOKMCDEOJAH00874262,1.0,4.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNOQPRHJOKMCDEOJAH00874262,1.0,5.0,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSUHJNKMCDEHGHJ00874745,1.0,4.0,Varón,36,Soltero,Obra social (incluye PAMI),Sin instrucción,Inactivo,,Discapacitado,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORSUHJNKMCDEHGHJ00874745,1.0,1.0,Varón,72,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,0.0,0.0,,,988000.0,0.0,
2025.0,TQRMNORSUHJNKMCDEHGHJ00874745,1.0,3.0,Varón,24,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVUHKMKRCDEOJAH00856886,1.0,2.0,Varón,18,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVUHKMKRCDEOJAH00856886,1.0,3.0,Varón,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,0.0,0.0,,,0.0,0.0,
2025.0,TQRMNORVUHKMKRCDEOJAH00856886,1.0,4.0,Varón,6,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Estudiante,0.0,0.0,,,0.0,0.0,
